text,id,conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,created_at,in_reply_to_user_id
@damnielssz_ A lista está no facebook da Universidade também! Corre lá!!,1059477760861786112,1059475621091426304,0,0,0,0,23978439,2018-11-05T16:09:16.000Z,985919481871589376
"LISTA DE APROVADOS NA 1ª FASE NO AR!!!! PARABÉNS, PESSOAL!!! https://t.co/0BsTAkFrQe",1059477646919303169,1059477646919303169,56,32,285,60,23978439,2018-11-05T16:08:49.000Z,
"@insistimento Ainda vamos confirmar, meu bem ❤",1058125808684937216,1058099421039222785,0,2,1,1,23978439,2018-11-01T22:37:06.000Z,14497146
UFPR divulga na segunda-feira (5) a lista de convocados para a segunda fase do vestibular 2018/2019 https://t.co/LpyOSku0jv,1058099421039222785,1058099421039222785,11,9,77,26,23978439,2018-11-01T20:52:15.000Z,
Setor de Ciências Biológicas comemora 80 anos https://t.co/2m14rWDymV,1058023190813925377,1058023190813925377,0,0,17,0,23978439,2018-11-01T15:49:20.000Z,
Aberta inscrições para mestrado e doutorado em Gestão da Informação https://t.co/UxjXa3I7K8,1057728040082571270,1057728040082571270,3,1,13,0,23978439,2018-10-31T20:16:31.000Z,
Engenharia Florestal oferta disciplina eletiva com viagem técnica internacional https://t.co/8AfgOpJIXP,1057659903165296644,1057659903165296644,0,0,9,0,23978439,2018-10-31T15:45:45.000Z,
RT @mulhernaciencia: Vocês querem prêmio da @UNESCOBrasil ? Professora da UFPR ganha prêmio com projeto que ajuda a identificar agrotóxicos…,1057353239425941504,1057353239425941504,63,0,0,0,23978439,2018-10-30T19:27:11.000Z,
Projeto resgata memória de cursos da UFPR em eventos https://t.co/Bxn5cNAayn,1057348122177867776,1057348122177867776,2,0,4,0,23978439,2018-10-30T19:06:51.000Z,
UFPR terá programação relacionada à Consciência Negra durante todo o mês de novembro https://t.co/I1J9zIo04q,1057344876642267137,1057344876642267137,2,0,21,0,23978439,2018-10-30T18:53:57.000Z,
Canal no YouTube disponibiliza palestras da Conferência Internacional de Buracos Negros como Baterias Cósmicas https://t.co/NVptaHurHr,1057017585768849409,1057017585768849409,2,0,12,0,23978439,2018-10-29T21:13:25.000Z,
"Abertas as inscrições para o Prêmio Andifes de Jornalismo, que premia matérias sobre educação https://t.co/QAco7kvRNq",1057017519029018624,1057017519029018624,0,0,2,0,23978439,2018-10-29T21:13:09.000Z,
Turma de Medicina de 1993 comemora o Jubileu de Prata https://t.co/OLuaqSq9gA,1057017462791856129,1057017462791856129,0,0,6,0,23978439,2018-10-29T21:12:56.000Z,
Equipe da UFPR participa de competição nacional de aerodesign nesta semana https://t.co/vkP7qXtRhe,1057016133071577088,1057016133071577088,0,0,5,0,23978439,2018-10-29T21:07:39.000Z,
Nunca será 🥰 #DiaNacionalDoLivro https://t.co/3NajqtSqXW,1056998334420926465,1056998334420926465,20,0,78,4,23978439,2018-10-29T19:56:55.000Z,
Doutorado em Bioquímica oferece dez vagas https://t.co/cBynaAf8yr,1056996527430864898,1056996527430864898,1,0,6,0,23978439,2018-10-29T19:49:44.000Z,
Doutorado em Engenharia Elétrica da UFPR tem primeira tese defendida https://t.co/FryGdIs1a4,1056989891215667200,1056989891215667200,1,0,9,0,23978439,2018-10-29T19:23:22.000Z,
Agência do Governo Francês apresenta oportunidades de intercâmbio na UFPR https://t.co/X4zGITb60Z,1056984186802921473,1056984186802921473,1,1,16,0,23978439,2018-10-29T19:00:42.000Z,
@AnaLivia11 @thiagohansen @paulosuliani É o @ricardo_marcelo,1056210627214168064,1056006031367700480,0,1,6,0,23978439,2018-10-27T15:46:51.000Z,90256918
@GabiMachado É o professor @ricardo_marcelo,1056162133585678336,1056014621839163392,1,1,5,0,23978439,2018-10-27T12:34:09.000Z,35344422
ALERTA: UNIVERSIDADES BRASILEIRAS CENSURADAS https://t.co/fIQ7ajuh4s,1055827602911453189,1055827602911453189,128,12,205,33,23978439,2018-10-26T14:24:51.000Z,
RT @portalbemparana: UFPR divulga lista de candidatos aptos a concorrer às cotas no Vestibular 2018/2019 https://t.co/bdNh5tZCvH,1055622118862401541,1055622118862401541,4,0,0,0,23978439,2018-10-26T00:48:20.000Z,
"@tellachiamulera @ricardo_marcelo , vai vendo",1055576228881678336,1055471547492851713,0,1,1,0,23978439,2018-10-25T21:45:59.000Z,174256543
@Isabelysalless @tellachiamulera dei print,1055556658808717312,1055471547492851713,0,1,2,0,23978439,2018-10-25T20:28:13.000Z,3394797844
RT @BandNewsFMCtba: UFPR abre inscrições para última etapa do Provar https://t.co/ViRquAoXb5 https://t.co/5eeWXIDC0K,1055555666025308161,1055555666025308161,4,0,0,0,23978439,2018-10-25T20:24:16.000Z,
@tellachiamulera dei print,1055555051383648257,1055471547492851713,1,1,12,0,23978439,2018-10-25T20:21:50.000Z,174256543
"Envolvido em 40% da produção científica da UFPR, Centro de Microscopia Eletrônica celebra 50 anos https://t.co/BdLHWq6f7E",1055554379770683392,1055554379770683392,3,0,8,0,23978439,2018-10-25T20:19:10.000Z,
"Abertas as inscrições para o Prêmio Andifes de Jornalismo, que premia matérias sobre educação https://t.co/QAco7kvRNq",1054832289031565312,1054832289031565312,2,0,1,0,23978439,2018-10-23T20:29:50.000Z,
Formulário da avaliação institucional já está disponível para servidores técnicos e docentes https://t.co/4F441teQ7H,1054826562556776450,1054826562556776450,1,0,4,0,23978439,2018-10-23T20:07:04.000Z,
Termina dia 5 de novembro o prazo para pesquisadores que trabalham com patrimônio genético fazerem cadastro no SisGen https://t.co/4dGRbICcjK,1054826465303367680,1054826465303367680,0,1,4,0,23978439,2018-10-23T20:06:41.000Z,
Agência Escola de Comunicação Pública e Divulgação Científica da UFPR seleciona profissionais para atuar como Publicitário https://t.co/k2qdCkCjRv,1054823948469329920,1054823948469329920,3,0,10,1,23978439,2018-10-23T19:56:41.000Z,
"UFPR abre inscrições para aproveitamento de curso, complementação de estudos e reintegração de ex-alunos https://t.co/u3RbeoQkxs",1054805922231525378,1054805922231525378,2,0,6,0,23978439,2018-10-23T18:45:03.000Z,
As definições de ansiedade foram atualizadas. https://t.co/kkJ4WidAq5,1054501437898600448,1054501437898600448,36,7,201,30,23978439,2018-10-22T22:35:09.000Z,
RT @g1parana: Vestibular 2018/2019 da UFPR: veja o gabarito da primeira fase https://t.co/Xfywitw2BQ,1054336240428945408,1054336240428945408,8,0,0,0,23978439,2018-10-22T11:38:42.000Z,
@pmloliveira Me ame,1054186166407311360,1054184031657455616,0,1,27,0,23978439,2018-10-22T01:42:22.000Z,138221507
@mrbozzaavengers Consulte o gabarito individual https://t.co/zXmCHOPl00,1054178439052312579,1054175811413180417,1,1,2,0,23978439,2018-10-22T01:11:40.000Z,1004505285376069632
AGORA SIM! GABARITO PROVISÓRIO NO AR! https://t.co/ENXotsh3gr,1054175811413180417,1054175811413180417,15,10,78,7,23978439,2018-10-22T01:01:13.000Z,
"RT @portalbemparana: Primeira fase do vestibular da UFPR realizada neste domingo tem 8,9% de faltantes https://t.co/kiAD6rzHYa",1054138799956070402,1054138799956070402,4,0,0,0,23978439,2018-10-21T22:34:09.000Z,
"Atenção! Celulares de algumas operadoras adiantaram os relógios automaticamente.O horário de verão só começa em 4 de novembro! Certifiquem-se para evitar transtornos. Os portões abrem às 12h40 e fecham às 13h30, hora oficial de Brasília.",1054008149857001473,1054008149857001473,46,1,142,3,23978439,2018-10-21T13:55:00.000Z,
"RT @curitibagazeta: Transporte, horários, trânsito. O que você precisa saber sobre a 1ª. fase da UFPR - https://t.co/7nkeiHAARh https://t.c…",1053767554018222081,1053767554018222081,6,0,0,0,23978439,2018-10-20T21:58:57.000Z,
"URGENTE: Perfil fake da UFPR no Twitter está disseminando informações FALSAS sobre o vestibular de amanhã! As provas NÃO FORAM CANCELADAS, o processo seletivo ocorrerá normalmente para TODOS OS CURSOS!",1053689961042665474,1053689961042665474,166,4,325,33,23978439,2018-10-20T16:50:37.000Z,
"@Grzoio Não houve adiamento nenhum! Aquilo é um perfil fake, que irresponsavelmente está postando notícias falsas sobre o processo seletivo de amanhã!",1053684514847887360,1053676089858551808,8,0,27,3,23978439,2018-10-20T16:28:59.000Z,731171867508277248
@_victorfilho_ Sim. Amanhã.,1053683049081249794,1053678236037726210,0,0,5,0,23978439,2018-10-20T16:23:10.000Z,1354436958
RT @Curitiba_PMC: Urbs reforça linhas de ônibus para atender vestibulandos da UFPR https://t.co/WsHoiqk2Sf https://t.co/I5C5qsPlC1,1053432695395704833,1053432695395704833,5,0,0,0,23978439,2018-10-19T23:48:21.000Z,
RT @portalbemparana: Primeira fase do vestibular da UFPR acontece neste domingo   https://t.co/Cnv0XLkUy2,1053108198717169664,1053108198717169664,3,0,0,0,23978439,2018-10-19T02:18:55.000Z,
Professores da UFPR recebem Ordem Nacional do Mérito Científico https://t.co/gIGWnuEDen,1052974658356727808,1052974658356727808,0,1,9,0,23978439,2018-10-18T17:28:16.000Z,
"Conselho Universitário aprova moção em defesa da liberdade, da democracia e da universidade pública https://t.co/s38qsMIYy4",1052656699893604352,1052656699893604352,5,1,24,1,23978439,2018-10-17T20:24:49.000Z,
UFPR assina acordo de cooperação acadêmica com maior universidade da Rússia https://t.co/Amgw72XmLF,1052370894427951104,1052370894427951104,2,0,14,0,23978439,2018-10-17T01:29:07.000Z,
Complexo da Reitoria e Coro da UFPR comemoram 60 anos nesta quarta-feira https://t.co/vMqCZEnKKn,1052303623378612224,1052303623378612224,0,1,4,0,23978439,2018-10-16T21:01:49.000Z,
Projeto de extensão da UFPR ajuda a transformar perspectivas de estudantes de bairro na periferia de Colombo https://t.co/ouizqEaVKx,1052265950853128193,1052265950853128193,2,0,5,0,23978439,2018-10-16T18:32:07.000Z,
UFPR divulga ensalamento para 1ª fase do Vestibular; provas serão aplicadas neste domingo https://t.co/xFWONwocfg,1051964048869330944,1051964048869330944,11,7,36,8,23978439,2018-10-15T22:32:28.000Z,
"“A educação é a resposta”, diz reitor Ricardo Marcelo em mensagem pelo Dia do Professor https://t.co/xa3mswnKTz",1051871884474810369,1051871884474810369,2,0,9,1,23978439,2018-10-15T16:26:14.000Z,
"RT @Andifes: Nota Pública da Andifes contra a violência, em defesa da democracia  https://t.co/87lksnpNPC",1050871481910140928,1050871481910140928,11,0,0,0,23978439,2018-10-12T22:11:00.000Z,
"RT @mulhernaciencia: A @OrthElisa , do Departamento de Química da UFPR, foi a ÚNICA mulher das Américas a receber o prêmio Green Chemistry.…",1050495300249501704,1050495300249501704,7,0,0,0,23978439,2018-10-11T21:16:11.000Z,
UFPR consegue aprovação da Capes para quatro novos cursos de doutorado e um mestrado profissional https://t.co/Ca0Dpo7thM,1050486808113569792,1050486808113569792,3,0,12,0,23978439,2018-10-11T20:42:26.000Z,
‘Mulheres na Ciência’ é tema de exposição da UFPR na Semana Nacional de Ciência e Tecnologia https://t.co/jsojvOCMOU,1050453109468786690,1050453109468786690,2,1,18,2,23978439,2018-10-11T18:28:32.000Z,
"78,8% dos cursos da UFPR avaliados no Enade 2017 têm conceito 4 e 5 https://t.co/ehsqp7lduB",1050162986097274880,1050162986097274880,2,0,10,0,23978439,2018-10-10T23:15:41.000Z,
NOTA DE REPÚDIO contra ato de violência nas dependências da UFPR https://t.co/aYLnFjmedr,1049819279342927873,1049819279342927873,218,13,414,33,23978439,2018-10-10T00:29:55.000Z,
Alunos do Centro de Estudos do Mar são premiados em evento científico nacional https://t.co/MhCGJMg64W,1049759446895874048,1049759446895874048,1,0,7,0,23978439,2018-10-09T20:32:10.000Z,
Processo seletivo para Mestrado em Engenharia Elétrica está com inscrições abertas https://t.co/229zs3e7cJ,1049749092052729856,1049749092052729856,0,0,1,1,23978439,2018-10-09T19:51:01.000Z,
Estudantes do Departamento de Informática conquistam primeiras colocações na Maratona de Programação Paralela https://t.co/VxkACpWIJ3,1049745782033866753,1049745782033866753,1,0,2,0,23978439,2018-10-09T19:37:52.000Z,
Estudantes do Departamento de Informática conquistam primeiras colocações em Maratona de Programaçãohttp://www.ufpr.br/portalufpr/noticias/estudantes-do-departamento-de-informatica-conquistam-primeiras-colocacoes-na-maratona-de-programacao-paralela/,1049742015209070593,1049742015209070593,1,0,1,0,23978439,2018-10-09T19:22:54.000Z,
Estudantes de Fisioterapia buscam voluntárias para pesquisa com foco em diminuição de gordura corporal https://t.co/byg16U48MX,1049714117681004545,1049714117681004545,6,0,9,0,23978439,2018-10-09T17:32:03.000Z,
RT @UnitusDistu: siglato l’accordo tra #UnitusViterbo e @UFPR con il rettore Prof. Ricardo Marcelo Fonseca e il rettore Alessandro Ruggeri…,1048307086499753985,1048307086499753985,1,0,0,0,23978439,2018-10-05T20:21:00.000Z,
Professor da UFPR é finalista do Prêmio Jabuti https://t.co/hbUuiUKWAu,1048304253574504449,1048304253574504449,1,1,11,0,23978439,2018-10-05T20:09:45.000Z,
"RT @Finep: #CientistasBrasileiros
A professora Elisa Orth, do Departamento de Química da @UFPR, foi a única mulher das Américas a receber o…",1048010916669919232,1048010916669919232,8,0,0,0,23978439,2018-10-05T00:44:08.000Z,
Feira de Ciência e Tecnologia reúne 300 jovens cientistas no Setor Palotina https://t.co/4NdRVCrufV,1047949822316236801,1047949822316236801,0,0,8,0,23978439,2018-10-04T20:41:22.000Z,
UFPR recebe 14 bolsas de pesquisa da Fundação Araucária https://t.co/coTxJ9vAM0,1047949782168326146,1047949782168326146,0,0,2,0,23978439,2018-10-04T20:41:12.000Z,
Curso de Doutorado em Engenharia Química da UFPR é aprovado pela CAPES https://t.co/ITSjNM2X6l,1047912157088829440,1047912157088829440,1,0,23,2,23978439,2018-10-04T18:11:42.000Z,
UFPR é segunda melhor universidade em inovação do Brasil https://t.co/o5U4me5pDy,1047550575171330048,1047550575171330048,7,0,28,2,23978439,2018-10-03T18:14:54.000Z,
"@_SalParadise Oi, bb",1047209109404209152,1047187693829074945,0,0,1,0,23978439,2018-10-02T19:38:02.000Z,1267878552
Professor de bem-estar animal da Universidade de Cambridge ministra disciplina na UFPR https://t.co/cpi3DKyOCs,1047208185541664768,1047208185541664768,0,0,4,0,23978439,2018-10-02T19:34:22.000Z,
RT @canaltech: Alunos da UFPR desenvolvem wearable visando a saúde e segurança dos idosos https://t.co/rvqr8emIc1,1046952159898742786,1046952159898742786,13,0,0,0,23978439,2018-10-02T02:37:01.000Z,
#OrgulhoDeSerUFPR https://t.co/7YwLOWPDi3,1046909678343639041,1046909678343639041,51,5,205,19,23978439,2018-10-01T23:48:12.000Z,
UFPR é a sétima melhor universidade do Brasil https://t.co/o5U4me5pDy,1046860778958151681,1046860778958151681,9,0,45,11,23978439,2018-10-01T20:33:54.000Z,
Escola Piloto de Engenharia Química promove curso sobre tratamento de efluentes https://t.co/Uc8mvVpZSp,1046857193599963137,1046857193599963137,1,0,7,1,23978439,2018-10-01T20:19:39.000Z,
Projeto de estudantes de Design é finalista em prestigioso prêmio da área https://t.co/Q0Q6fv4Gzn,1046838387225841667,1046838387225841667,1,0,3,0,23978439,2018-10-01T19:04:55.000Z,
Divulgado edital para processo seletivo de mestrado em Enfermagem https://t.co/54dZnGDUCS,1045770657575907328,1045770657575907328,2,0,1,0,23978439,2018-09-28T20:22:08.000Z,
Ranking internacional destaca UFPR entre as melhores universidades do mundo https://t.co/xZSXGQZHSf,1045738218120007680,1045738218120007680,10,3,23,2,23978439,2018-09-28T18:13:14.000Z,
RT @rpcparana: #VESTIBA: e neste domingo tem peça teatral com obras literárias solicitadas no Vestibular da UFPR! Faça a inscrição pelo apl…,1045362301405212673,1045362301405212673,2,0,0,0,23978439,2018-09-27T17:19:29.000Z,
Alunos da UFPR desenvolvem startup para saúde e segurança de idosos https://t.co/fKaID4GEd2,1045047082984321024,1045047082984321024,2,0,9,0,23978439,2018-09-26T20:26:55.000Z,
"De olho na internacionalização, cresce a oferta de disciplinas em inglês na UFPR https://t.co/Xo6tbRFRM2",1045032187878428672,1045032187878428672,1,0,6,0,23978439,2018-09-26T19:27:44.000Z,
Siepe: maior evento acadêmico da UFPR começa nesta terça-feira (02) em Curitiba e nos Campi Avançados https://t.co/TaUo4SXkGu,1045026184369774593,1045026184369774593,1,0,4,0,23978439,2018-09-26T19:03:52.000Z,
SIEPE 2018: aberto o período de inscrições para as 20 oficinas do 17º ENEC; veja a programação completa https://t.co/wOb1zYsPQG,1044670560020647936,1044670560020647936,1,0,4,0,23978439,2018-09-25T19:30:45.000Z,
Nova formação do Grupo de MPB da UFPR fará espetáculo sobre compositoras brasileiras https://t.co/MTV8yytwpr,1044670399991214080,1044670399991214080,0,0,2,0,23978439,2018-09-25T19:30:07.000Z,
Professor da UFPR participa de obra científica em editora internacional https://t.co/UIned2PLq8,1044667091863969793,1044667091863969793,1,0,4,0,23978439,2018-09-25T19:16:58.000Z,
"RT @Raianydelima: Tô apaixonada pela minha caneca
@UFPR ❤️ https://t.co/X6ZprUfPr1",1044353089870995456,1044353089870995456,1,0,0,0,23978439,2018-09-24T22:29:14.000Z,
Reitor da UFPR participa de encontro do Grupo Coimbra de Universidades https://t.co/LaG3ijEkpt,1044352818382086145,1044352818382086145,1,0,1,1,23978439,2018-09-24T22:28:09.000Z,
"RT @portalbemparana: UFPR divulga horários de bancas de validação para candidatos a cotas em vestibular
https://t.co/H6Xi57DaIL",1043529803859730433,1043529803859730433,2,0,0,0,23978439,2018-09-22T15:57:47.000Z,
"Vestibular 2018/19: candidatos a cotas podem consultar horários das bancas de validação, que serão de 24/9 a 11/10 https://t.co/rEvdda5QEk",1043485188423069696,1043485188423069696,1,0,5,0,23978439,2018-09-22T13:00:30.000Z,
"No Dia da Árvore, turma de Engenharia Florestal comemora 25 anos de formatura https://t.co/oe26nZTCMQ",1043294869358358528,1043294869358358528,1,0,7,0,23978439,2018-09-22T00:24:14.000Z,
"Agenda 2019 da UFPR está à venda na Feira do Livro por R$20,00 https://t.co/iPJGLduAXp",1043223887289479170,1043223887289479170,0,0,1,0,23978439,2018-09-21T19:42:11.000Z,
Programa de Intercâmbio ESCALA de Estudantes de Graduação da AUGM recebe inscrições https://t.co/znHqn7kp5V,1043199603426897920,1043199603426897920,1,0,1,0,23978439,2018-09-21T18:05:41.000Z,
Dissertação de Mestrado da UFPR conquista 1º lugar no Prêmio Brasil de Economia https://t.co/g8uEEe9I5r,1043196681226018816,1043196681226018816,3,0,12,0,23978439,2018-09-21T17:54:05.000Z,
"RT @curitibagazeta: UFPR distribui gratuitamente 3 mil mudas de araucária nesta sexta-feira

https://t.co/YEmcb21Dzc https://t.co/IDvjmC2cDG",1043191629690167299,1043191629690167299,10,0,0,0,23978439,2018-09-21T17:34:00.000Z,
Licitação para reformar Seminário e construir edificações para o Setor Palotina deve ser lançada ainda em 2018 https://t.co/XCVy0eJQRN,1043189927339544576,1043189927339544576,1,0,2,0,23978439,2018-09-21T17:27:14.000Z,
RT @portalbemparana: UFPR comemora Dia da Árvore com doação de três mil mudas de araucária nesta sexta https://t.co/SIA9Vt9RBe,1042952047560208384,1042952047560208384,6,0,0,0,23978439,2018-09-21T01:41:59.000Z,
Nova direção do SiBi assume cumprindo decisão do COUN https://t.co/zONIOnWshP,1042930537336320000,1042930537336320000,1,0,2,0,23978439,2018-09-21T00:16:31.000Z,
Orquestra Filarmônica da UFPR apresenta “Harry Crowl 60 Anos” – 19 e 20 de setembro https://t.co/hnm7HqLN1R,1042496831412940800,1042496831412940800,2,0,4,0,23978439,2018-09-19T19:33:07.000Z,
"Professora de Química, Elisa Souza Orth, recebe prêmio internacional de Química Verde https://t.co/JKaPIj1GeD",1042496781509160960,1042496781509160960,5,0,13,0,23978439,2018-09-19T19:32:56.000Z,
UFPR comemora Dia da Árvore com doação de três mil mudas de araucária https://t.co/NitkMmDYhT,1042139947669569538,1042139947669569538,4,0,15,0,23978439,2018-09-18T19:55:00.000Z,
RT @guia_gazeta: Garimpamos a Feira do Livro da UFPR: veja clássicos e lançamentos a partir de R$ 5 https://t.co/LoKWzCers6 https://t.co/8R…,1042065103762411520,1042065103762411520,4,0,0,0,23978439,2018-09-18T14:57:36.000Z,
Vestibular 2018/19: divulgada lista prévia de inscrições homologadas; ensalamento para a 1ª fase sai em 17/10 https://t.co/iOhZioxzcz,1041868049295527936,1041868049295527936,4,0,25,1,23978439,2018-09-18T01:54:34.000Z,
RT @julianioda: Segunda começa a feira do livro da UFPR e eu estou ansiosa. Tá muito lindo ver a praça Santos Andrade se montando toda pra…,1041346690253500417,1041346690253500417,1,0,0,0,23978439,2018-09-16T15:22:52.000Z,
UFPR e Itaipu Binacional assinam termo de cooperação para desenvolver projetos na área de sustentabilidade https://t.co/3uyvRGbbdd,1040653720009285632,1040653720009285632,1,0,3,0,23978439,2018-09-14T17:29:15.000Z,
Abertas as inscrições para os cursos de mestrado e doutorado em Matemática https://t.co/3h3n1ewOHK,1040302145650794503,1040302145650794503,4,0,3,0,23978439,2018-09-13T18:12:14.000Z,
Público pode visitar museus de arte e ciência da UFPR; MusA tem exposição sobre Irena Palulis até 26 de outubro https://t.co/ddwdkgYF5J,1040298714701750273,1040298714701750273,4,0,8,0,23978439,2018-09-13T17:58:36.000Z,
1º Workshop de Floricultura e Paisagismo está com inscrições abertas https://t.co/s9in64g1KV,1039960514980470785,1039960514980470785,1,0,4,0,23978439,2018-09-12T19:34:42.000Z,
Provar 2018/19: edital de reopção de curso para alunos da UFPR é lançado com 477 vagas; inscrições até 28/9 https://t.co/KaZpB4LA4c,1039946393161478145,1039946393161478145,4,0,4,0,23978439,2018-09-12T18:38:36.000Z,
@Manudt_ Vamos realizar seu sonho. Nos encontramos no banho de lama &lt;3,1039942499123580930,1039914440999747584,0,0,4,0,23978439,2018-09-12T18:23:07.000Z,326441353
"RT @ACNURBrasil: #Notícia Começou hoje o IX Seminário Nacional da Cátedra Sergio Vieira de Mello do ACNUR, na @UFPR! https://t.co/XtiQaZbLTp",1039942103667810304,1039942103667810304,5,0,0,0,23978439,2018-09-12T18:21:33.000Z,
Imprensa UFPR oferta serviço de encadernação com preço diferenciado para a comunidade acadêmica https://t.co/ax2rzXKdPl,1039941850617012224,1039941850617012224,1,0,6,0,23978439,2018-09-12T18:20:33.000Z,
Agência de Inovação da UFPR promove evento que estimula cultura da inovação e educação empreendedora https://t.co/ZH8St51OI4,1039615260716687361,1039615260716687361,5,1,8,0,23978439,2018-09-11T20:42:47.000Z,
Equipe Eco Octano lança primeiro veículo movido a energia elétrica https://t.co/azdFSx5qdw,1039614161880276992,1039614161880276992,1,0,0,0,23978439,2018-09-11T20:38:25.000Z,
RT @gazetadopovo: Vestibular da UFPR: prazo para inscrição termina nesta terça https://t.co/tHDEmsRonT via @curitibagazeta,1039292804474843137,1039292804474843137,5,0,0,0,23978439,2018-09-10T23:21:28.000Z,
Sobreviventes de Hiroshima realizam palestra na UFPR nesta sexta-feira; evento será transmitido pela UFPR TV https://t.co/i60mhfWH9U,1039256347580219397,1039256347580219397,10,1,38,0,23978439,2018-09-10T20:56:36.000Z,
Curso de Nutrição oferece oficina sobre alimentação complementar para bebês no dia 26 https://t.co/VymtHyUsu0,1039255156469235713,1039255156469235713,1,2,3,1,23978439,2018-09-10T20:51:52.000Z,
@davicaaabral É só até amanhã! Corre!,1039231087531188230,1039228383056551937,0,0,2,0,23978439,2018-09-10T19:16:13.000Z,77377424
Orquestra Filarmônica da UFPR apresenta “Harry Crowl 60 Anos” – 19 e 20 de setembro https://t.co/xRBVn5hfbO,1039218560344748032,1039218560344748032,1,0,3,0,23978439,2018-09-10T18:26:27.000Z,
"10ª SIEPE: saiba a programação geral da Semana Integrada de Ensino, Pesquisa e Extensão, marcada para 2 a 4/10 https://t.co/duUdgvxlnL",1039218237966348296,1039218237966348296,2,0,4,0,23978439,2018-09-10T18:25:10.000Z,
UFPR lança no dia 13 a Agência Escola de Comunicação Pública e Divulgação Científica https://t.co/jwIzw9XuSp,1039210478541529088,1039210478541529088,1,0,3,0,23978439,2018-09-10T17:54:20.000Z,
@ritzmann_ @UFSC Não tem problema. UFPR 💜 UFSC,1038947871125647360,1038893850801135617,1,1,37,1,23978439,2018-09-10T00:30:49.000Z,1363160184
"@SombriaSinuosa Olha aí, prof @andrebmariano",1038110750903083008,1038089691202035719,0,0,1,0,23978439,2018-09-07T17:04:24.000Z,813430116873281537
"A caravana do Plano Institucional de Cultura estará no Prédio Histórico na próxima terça, dia 11 https://t.co/WVwnSRvXKs",1037802616808456192,1037802616808456192,1,0,1,0,23978439,2018-09-06T20:39:59.000Z,
Semana Literária Sesc e Feira do Livro Editora UFPR reúnem 27 editoras e livrarias com descontos de até 70% https://t.co/wxMW1uauvb,1037798606714097665,1037798606714097665,1,0,5,0,23978439,2018-09-06T20:24:03.000Z,
PROF-FILO realiza Encontro Nacional em Fortaleza https://t.co/fsTsJe6blu,1037437614477983744,1037437614477983744,0,0,1,0,23978439,2018-09-05T20:29:36.000Z,
@sortica_ em https://t.co/0BsTAkFrQe,1037433408098578432,1037428758561660928,0,1,4,0,23978439,2018-09-05T20:12:53.000Z,903668594495643648
Professora da UFPR critica projeto de lei que permite criação de animais em área urbana https://t.co/wcWMYdl2dN,1037423194670592000,1037423194670592000,1,0,2,0,23978439,2018-09-05T19:32:18.000Z,
UFPR firma convênio de extensão com multinacional para viabilizar o desenvolvimento da industrialização 4.0 https://t.co/4VZEWBZ4ow,1037422699092561920,1037422699092561920,1,0,1,0,23978439,2018-09-05T19:30:20.000Z,
@ritzmann_ CLARO QUE FAAAZZZZZ,1037421851524440064,1036782841894510592,0,0,6,0,23978439,2018-09-05T19:26:58.000Z,1363160184
"RT @ufrj: A Reitoria convida os dirigentes, a comunidade universitária e os segmentos que apoiam a Universidade para a plenária na Quinta d…",1037402282462199808,1037402282462199808,59,0,0,0,23978439,2018-09-05T18:09:12.000Z,
@omgsofoxy 👏👏👏👏👏👏,1037402012084776960,1037331633991569408,0,0,1,0,23978439,2018-09-05T18:08:08.000Z,70773191
@NicolyAbuHajar Não tem. Só na 2ª fase.,1037401889099472897,1037335577270669312,0,1,3,0,23978439,2018-09-05T18:07:39.000Z,1548493105
Programa de Pós-Graduação em Engenharia de Alimentos oferece vagas para mestrado e doutorado https://t.co/6bq0aEIqKh,1037401229331193856,1037401229331193856,0,0,2,0,23978439,2018-09-05T18:05:01.000Z,
RT @portalbemparana: UFPR participa de pesquisa inédita sobre refugiados no Brasil https://t.co/WtpiAH68RQ,1037141613204660228,1037141613204660228,4,0,0,0,23978439,2018-09-05T00:53:24.000Z,
@andrebmariano @Raianydelima 🤣🤣🤣,1037086210156576770,1035640109683679233,0,0,1,0,23978439,2018-09-04T21:13:15.000Z,17897953
"@andrebmariano @Raianydelima me dê ""ibagens"" professor 😍. Tem?",1037085554700156928,1035640109683679233,0,1,2,0,23978439,2018-09-04T21:10:39.000Z,17897953
Prazo para inscrição no vestibular da UFPR termina no dia 11 de setembro https://t.co/yxdBEqI8uo,1037084340394643456,1037084340394643456,3,1,5,0,23978439,2018-09-04T21:05:49.000Z,
RT @mulhernaciencia: https://t.co/HotIcDvAmM,1037084144906502146,1037084144906502146,13,0,0,0,23978439,2018-09-04T21:05:02.000Z,
UFPR retoma obras paradas e investe R$ 44 milhões https://t.co/GCNgLkQ5NM,1037070454257795072,1037070454257795072,1,0,6,1,23978439,2018-09-04T20:10:38.000Z,
Abertas as inscrições para os cursos de especialização da Engenharia Elétrica https://t.co/n4j5BVQE7c,1037039005693607936,1037039005693607936,1,0,3,0,23978439,2018-09-04T18:05:40.000Z,
@ritzmann_ FAAAZZZ SIIIMMM,1036791129285505024,1036782841894510592,0,0,6,0,23978439,2018-09-04T01:40:42.000Z,1363160184
